Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
Cityblock Health,New York City,USA,North America,155,12.0,1292,1137,Healthcare,Series D,2023
Unity,San Francisco Bay Area,USA,North America,265,4.0,6625,6360,Other,Post-IPO,2023
Worksmith,Austin,USA,North America,30,50.0,60,30,Retail,Unknown,2020
Ajaib,Jakarta,Indonesia,Asia,67,8.0,838,771,Finance,Unknown,2022
Zeus Living,San Francisco Bay Area,USA,North America,64,46.0,139,75,Real Estate,Series C,2022
Top Hat,Toronto,Canada,North America,16,3.0,533,517,Education,Series D,2020
On Deck,San Francisco Bay Area,USA,North America,72,25.0,288,216,Education,Series A,2022
Lyft,San Francisco Bay Area,USA,North America,982,17.0,5776,4794,Transportation,Post-IPO,2020
Cazoo,London,United Kingdom,Europe,750,15.0,5000,4250,Transportation,Post-IPO,2022
Acko,Mumbai,India,Asia,45,9.0,500,455,Finance,Unknown,2020
Xero,Wellington,New Zealand,Australia,800,15.0,5333,4533,Finance,Post-IPO,2023
Metromile,San Francisco Bay Area,USA,North America,60,20.0,300,240,Finance,Acquired,2022
Gloat,New York City,USA,North America,35,12.0,292,257,HR,Series D,2023
Hippo Insurance,San Francisco Bay Area,USA,North America,120,20.0,600,480,Finance,Post-IPO,2023
SmartNews,Tokyo,Japan,Asia,120,40.0,300,180,Media,Series F,2023
WanderJaunt,San Francisco Bay Area,USA,North America,56,23.0,243,187,Travel,Series B,2020
TRM Labs,San Francisco Bay Area,USA,North America,16,9.0,178,162,Crypto,Series B,2023
MariaDB,San Francisco Bay Area,USA,North America,84,28.0,300,216,Data,Post-IPO,2023
AlayaCare,Montreal,Canada,North America,80,14.0,571,491,Healthcare,Series D,2022
Wish,San Francisco Bay Area,USA,North America,190,15.0,1267,1077,Retail,Post-IPO,2022
Amazon,Seattle,USA,North America,8000,2.0,400000,392000,Retail,Post-IPO,2023
Zenefits,San Francisco Bay Area,USA,North America,87,15.0,580,493,HR,Series C,2020
Flywheel Sports,New York City,USA,North America,784,98.0,800,16,Fitness,Acquired,2020
Homie,Salt Lake City,USA,North America,40,13.0,308,268,Real Estate,Series B,2022
Gympass,Sao Paulo,Brazil,South America,467,33.0,1415,948,Fitness,Series D,2020
Fifth Season,Pittsburgh,USA,North America,100,100.0,100,0,Food,Series B,2022
ConsenSys,New York City,USA,North America,91,14.0,650,559,Crypto,Unknown,2020
Zeus Living,San Francisco Bay Area,USA,North America,73,50.0,146,73,Real Estate,Series B,2020
CTO.ai,Vancouver,Canada,North America,30,50.0,60,30,Infrastructure,Seed,2020
Branch Metrics,San Francisco Bay Area,USA,North America,100,20.0,500,400,Marketing,Series E,2020
Coinsquare,Toronto,Canada,North America,30,24.0,125,95,Crypto,Unknown,2022
Reddit,San Francisco Bay Area,USA,North America,90,5.0,1800,1710,Consumer,Series F,2023
Truepill,San Francisco Bay Area,USA,North America,150,15.0,1000,850,Healthcare,Series D,2022
Zencity,Tel Aviv,Israel,Asia,30,20.0,150,120,Other,Unknown,2022
Ada Support,Toronto,Canada,North America,36,23.0,157,121,Support,Series B,2020
Niantic,San Francisco Bay Area,USA,North America,85,8.0,1063,978,Consumer,Series D,2022
SummerBio,San Francisco Bay Area,USA,North America,101,100.0,101,0,Healthcare,Unknown,2022
Chegg,San Francisco Bay Area,USA,North America,80,4.0,2000,1920,Education,Post-IPO,2023
BusBud,Montreal,Canada,North America,23,32.0,72,49,Transportation,Series B,2020
Loft,Sao Paulo,Brazil,South America,312,12.0,2600,2288,Real Estate,Unknown,2022
Cvent,Washington DC,USA,North America,400,10.0,4000,3600,Marketing,Acquired,2020
Kayak / OpenTable,Stamford,USA,North America,160,8.0,2000,1840,Travel,Acquired,2020
Milkbasket,Gurugram,India,Asia,400,67.0,597,197,Food,Acquired,2023
Pipedrive,Tallinn,Estonia,Europe,143,15.0,953,810,Sales,Private Equity …,2022
Zoox,San Francisco Bay Area,USA,North America,100,10.0,1000,900,Transportation,Series B,2020
Intercom,San Francisco Bay Area,USA,North America,39,6.0,650,611,Support,Series D,2020
Lucid Software,Salt Lake City,USA,North America,75,7.0,1071,996,Other,Series E,2023
Pendo,Raleigh,USA,North America,100,12.0,833,733,Product,Series F,2023
Wayfair,Boston,USA,North America,1750,10.0,17500,15750,Retail,Post-IPO,2023
GoSpotCheck,Denver,USA,North America,23,20.0,115,92,Retail,Series B,2020
N26,Berlin,Germany,Europe,71,4.0,1775,1704,Finance,Series E,2023
Rover,Seattle,USA,North America,194,41.0,473,279,Consumer,Series G,2020
Stitch Fix,San Francisco Bay Area,USA,North America,1400,18.0,7778,6378,Retail,Post-IPO,2020
Chipper Cash,San Francisco Bay Area,USA,North America,15,33.0,45,30,Finance,Series C,2023
Meero,Paris,France,Europe,350,50.0,700,350,Other,Series C,2022
Mejuri,Toronto,Canada,North America,36,15.0,240,204,Retail,Series B,2020
Flockjay,San Francisco Bay Area,USA,North America,37,50.0,74,37,Education,Series A,2021
Parler,Nashville,USA,North America,60,75.0,80,20,Consumer,Series B,2023
Domestika,Madrid,Spain,Europe,89,45.0,198,109,Education,Series D,2023
Sunday,Atlanta,USA,North America,90,23.0,391,301,Finance,Series A,2022
Tor,Boston,USA,North America,13,37.0,35,22,Security,Unknown,2020
Oye Rickshaw,New Delhi,India,Asia,40,20.0,200,160,Transportation,Unknown,2022
Usermind,Seattle,USA,North America,15,25.0,60,45,Marketing,Series C,2020
Chime,San Francisco Bay Area,USA,North America,156,12.0,1300,1144,Finance,Series G,2022
Beam Benefits,Columbus,USA,North America,31,8.0,388,357,Healthcare,Series E,2023
Lending Club,San Francisco Bay Area,USA,North America,460,30.0,1533,1073,Finance,Post-IPO,2020
Slite,Paris,France,Europe,10,25.0,40,30,Other,Series A,2023
GoCardless,London,United Kingdom,Europe,150,17.0,882,732,Finance,Series G,2023
Kaltura,New York City,USA,North America,75,11.0,682,607,Media,Post-IPO,2023
RenoRun,Montreal,Canada,North America,210,43.0,488,278,Construction,Series B,2022
Audible,New York City,USA,North America,100,5.0,2000,1900,Media,Acquired,2024
Aqua Security,Tel Aviv,Israel,Asia,24,9.0,267,243,Security,Series C,2020
Carwow,London,United Kingdom,Europe,70,20.0,350,280,Transportation,Unknown,2022
Notarize,Boston,USA,North America,110,25.0,440,330,Legal,Series D,2022
Headspace,Los Angeles,USA,North America,50,4.0,1250,1200,Healthcare,Unknown,2022
Kenoby,Sao Paulo,Brazil,South America,18,16.0,113,95,Recruiting,Unknown,2020
Rubicon Project,Los Angeles,USA,North America,50,8.0,625,575,Marketing,Post-IPO,2020
Sonos,New York City,USA,North America,130,7.0,1857,1727,Consumer,Post-IPO,2023
Google,San Francisco Bay Area,USA,North America,12000,6.0,200000,188000,Consumer,Post-IPO,2023
Preply,Boston,USA,North America,26,5.0,520,494,Education,Series C,2022
Showpad,Chicago,USA,North America,52,12.0,433,381,Marketing,Series D,2020
Loom,San Francisco Bay Area,USA,North America,23,11.0,209,186,Product,Series C,2022
Moglix,Singapore,Singapore,Asia,40,2.0,2000,1960,Retail,Series F,2023
Similarweb,New York City,USA,North America,60,6.0,1000,940,Other,Post-IPO,2023
Swiggy,Bengaluru,India,Asia,1100,14.0,7857,6757,Food,Series I,2020
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,1.0,100000,99000,Sales,Post-IPO,2022
CareRev,Los Angeles,USA,North America,100,33.0,303,203,Healthcare,Series A,2023
Woven,Indianapolis,USA,North America,5,15.0,33,28,HR,Series A,2022
Mobile Premier League,Bengaluru,India,Asia,100,10.0,1000,900,Consumer,Series E,2022
Earnix,Tel Aviv,Israel,Asia,30,10.0,300,270,Finance,Unknown,2023
Substack,San Francisco Bay Area,USA,North America,13,14.0,93,80,Media,Series B,2022
Fetch,Madison,USA,North America,100,10.0,1000,900,Retail,Series E,2023
Fittr,Pune,India,Asia,30,11.0,273,243,Fitness,Series A,2023
Ibotta,Denver,USA,North America,87,15.0,580,493,Retail,Series D,2020
Ermetic,San Francisco Bay Area,USA,North America,30,17.0,176,146,Security,Series B,2023
Sisense,New York City,USA,North America,100,15.0,667,567,Data,Series F,2023
Horizn Studios,Berlin,Germany,Europe,15,25.0,60,45,Travel,Series B,2020
Healthy.io,Tel Aviv,Israel,Asia,70,33.0,212,142,Healthcare,Series D,2023
Fabric,New York City,USA,North America,120,40.0,300,180,Logistics,Series C,2022
Dunzo,Bengaluru,India,Asia,300,30.0,1000,700,Food,Unknown,2023
Thumbtack,San Francisco Bay Area,USA,North America,250,30.0,833,583,Consumer,Series F,2020
Wonolo,San Francisco Bay Area,USA,North America,46,13.0,354,308,Recruiting,Series C,2020
Integral Ad Scien…,New York City,USA,North America,70,10.0,700,630,Marketing,Acquired,2020
#Paid,Toronto,Canada,North America,19,17.0,112,93,Marketing,Series B,2023
Bizzabo,New York City,USA,North America,120,30.0,400,280,Marketing,Series E,2022
Flink,Berlin,Germany,Europe,8000,40.0,20000,12000,Food,Series B,2023
Recharge,Los Angeles,USA,North America,84,17.0,494,410,Finance,Series B,2022
InSightec,Haifa,Israel,Asia,100,20.0,500,400,Healthcare,Unknown,2023
Inspirato,Denver,USA,North America,50,6.0,833,783,Travel,Post-IPO,2023
Ada,Toronto,Canada,North America,78,16.0,488,410,Support,Series C,2022
Iris Nova,New York City,USA,North America,9,50.0,18,9,Food,Seed,2020
Boozt,Malmö,Sweden,Europe,70,5.0,1400,1330,Retail,Post-IPO,2022
The RealReal,San Francisco Bay Area,USA,North America,235,10.0,2350,2115,Retail,Post-IPO,2020
Eden / Managed …,New York City,USA,North America,40,40.0,100,60,Real Estate,Series B,2020
Greenlight,Atlanta,USA,North America,104,21.0,495,391,Finance,Series D,2023
PickYourTrail,Chennai,India,Asia,70,35.0,200,130,Travel,Series A,2020
Faire,San Francisco Bay Area,USA,North America,84,7.0,1200,1116,Retail,Series G,2022
Cogito,Boston,USA,North America,24,14.0,171,147,Support,Series C,2020
EasyPost,San Francisco Bay Area,USA,North America,50,25.0,200,150,Logistics,Series A,2020
DocuSign,San Francisco Bay Area,USA,North America,680,10.0,6800,6120,Sales,Post-IPO,2023
Vee,Tel Aviv,Israel,Asia,17,50.0,34,17,HR,Seed,2022
Rubius,Boston,USA,North America,160,75.0,213,53,Healthcare,Post-IPO,2022
Cybereason,Boston,USA,North America,100,6.0,1667,1567,Security,Series F,2022
Smava,Berlin,Germany,Europe,100,15.0,667,567,Finance,Unknown,2022
Oda,Oslo,Norway,Europe,70,18.0,389,319,Food,Unknown,2022
Carta,San Francisco Bay Area,USA,North America,161,16.0,1006,845,Finance,Series E,2020
Jama,Portland,USA,North America,12,5.0,240,228,Product,Unknown,2020
VSCO,San Francisco Bay Area,USA,North America,45,35.0,129,84,Consumer,Series B,2020
Jetty,New York City,USA,North America,35,40.0,88,53,Finance,Series B,2020
Quantcast,San Francisco Bay Area,USA,North America,40,6.0,667,627,Marketing,Series C,2022
Argo AI,Pittsburgh,USA,North America,173,6.070175438596491,2850,2677,Transportation,Unknown,2022
Pollen,London,United Kingdom,Europe,200,33.0,606,406,Travel,Series C,2022
Jumia,Lagos,Nigeria,Africa,900,20.0,4500,3600,Retail,Post-IPO,2022
Crypto.com,Singapore,Singapore,Asia,2000,30.0,6667,4667,Crypto,Unknown,2022
UiPath,New York City,USA,North America,241,6.0,4017,3776,Data,Post-IPO,2022
Uber,Amsterdam,Netherlands,Europe,225,25.0,900,675,Transportation,Post-IPO,2020
Omie,Sao Paulo,Brazil,South America,136,31.0,439,303,Finance,Series B,2020
Deputy,Sydney,Australia,Australia,60,30.0,200,140,HR,Series B,2020
Bridgit,Waterloo,Canada,North America,13,13.0,100,87,Construction,Series B,2022
Treehouse,Portland,USA,North America,41,90.0,46,5,Education,Series B,2021
Thread,London,United Kingdom,Europe,30,50.0,60,30,Retail,Acquired,2022
TripAdvisor,Boston,USA,North America,900,25.0,3600,2700,Travel,Post-IPO,2020
Malwarebytes,San Francisco Bay Area,USA,North America,125,14.0,893,768,Security,Series B,2022
Opencare,Toronto,Canada,North America,18,25.0,72,54,Healthcare,Series A,2020
Freshworks,San Francisco Bay Area,USA,North America,90,2.0,4500,4410,Support,Post-IPO,2022
Gupy,Sao Paulo,Brazil,South America,58,8.0,725,667,HR,Series B,2023
SEND,Sydney,Australia,Australia,300,100.0,300,0,Food,Seed,2022
Juni,Gothenburg,Sweden,Europe,72,33.0,218,146,Finance,Unknown,2022
Yelp,San Francisco Bay Area,USA,North America,1000,17.0,5882,4882,Consumer,Post-IPO,2020
NSO,Tel Aviv,Israel,Asia,100,14.0,714,614,Security,Seed,2022
Sendle,Sydney,Australia,Australia,27,12.0,225,198,Logistics,Series C,2022
UiPath,New York City,USA,North America,210,5.0,4200,3990,Data,Post-IPO,2022
Thinkific,Vancouver,Canada,North America,100,20.0,500,400,Education,Post-IPO,2022
Cue Health,San Diego,USA,North America,326,30.0,1087,761,Healthcare,Post-IPO,2023
Vacasa,Portland,USA,North America,1300,17.0,7647,6347,Travel,Post-IPO,2023
Clearco,Toronto,Canada,North America,125,25.0,500,375,Finance,Series C,2022
Crejo.Fun,Bengaluru,India,Asia,170,100.0,170,0,Education,Seed,2022
Spotify,Stockholm,Sweden,Europe,600,6.0,10000,9400,Media,Post-IPO,2023
MadeiraMadeira,Curitiba,Brazil,South America,60,3.0,2000,1940,Retail,Series E,2022
Astra,San Francisco Bay Area,USA,North America,40,25.0,160,120,Aerospace,Unknown,2020
CarGurus,Boston,USA,North America,130,13.0,1000,870,Transportation,Post-IPO,2020
Facily,Sao Paulo,Brazil,South America,260,30.0,867,607,Retail,Series D,2022
MindBody,San Luis Obispo,USA,North America,400,15.0,2667,2267,Fitness,Post-IPO,2022
Varonis,New York City,USA,North America,110,5.0,2200,2090,Security,Post-IPO,2022
Rupeek,Bengaluru,India,Asia,180,15.0,1200,1020,Finance,Unknown,2022
Snap,Los Angeles,USA,North America,1280,20.0,6400,5120,Consumer,Post-IPO,2022
Impossible Foods,San Francisco Bay Area,USA,North America,50,6.0,833,783,Food,Series H,2022
Paper,Montreal,Canada,North America,106,4.0,2650,2544,Education,Series D,2023
InDebted,Sydney,Australia,Australia,40,17.0,235,195,Finance,Series B,2022
Vox Media,Washington DC,USA,North America,130,7.0,1857,1727,Media,Series F,2023
Glints,Singapore,Singapore,Asia,198,18.0,1100,902,HR,Series D,2022
Bridge Connector,Nashville,USA,North America,154,100.0,154,0,Healthcare,Series B,2020
Better.com,New York City,USA,North America,900,9.0,10000,9100,Real Estate,Unknown,2021
Tonkean,San Francisco Bay Area,USA,North America,23,23.0,100,77,Other,Series B,2022
On Deck,San Francisco Bay Area,USA,North America,73,33.0,221,148,Education,Series A,2022
Upwork,San Francisco Bay Area,USA,North America,137,15.0,913,776,Other,Post-IPO,2023
New Relic,San Francisco Bay Area,USA,North America,255,10.0,2550,2295,Infrastructure,Post-IPO,2023
Peloton,New York City,USA,North America,2800,20.0,14000,11200,Fitness,Post-IPO,2022
InvestCloud,Los Angeles,USA,North America,80,5.0,1600,1520,Finance,Private Equity …,2023
Vedantu,Bengaluru,India,Asia,200,3.0,6667,6467,Education,Series E,2022
Clearcover,Chicago,USA,North America,81,15.0,540,459,Finance,Series D,2023
Delivery Hero,Berlin,Germany,Europe,156,4.0,3900,3744,Food,Post-IPO,2023
Atlassian,Sydney,Australia,Australia,500,5.0,10000,9500,Other,Post-IPO,2023
Benevity,Calgary,Canada,North America,137,14.0,979,842,Other,Unknown,2023
Tier Mobility,Berlin,Germany,Europe,80,7.0,1143,1063,Transportation,Series D,2023
GoTo Group,Jakarta,Indonesia,Asia,1300,12.0,10833,9533,Transportation,Post-IPO,2022
Revolut,London,United Kingdom,Europe,60,3.0,2000,1940,Finance,Series D,2020
Buy.com / Rakuten,San Francisco Bay Area,USA,North America,87,100.0,87,0,Retail,Acquired,2020
Embroker,San Francisco Bay Area,USA,North America,30,12.0,250,220,Finance,Series C,2022
Cruise,San Francisco Bay Area,USA,North America,150,8.0,1875,1725,Transportation,Acquired,2020
BuzzFeed,New York City,USA,North America,180,12.0,1500,1320,Media,Post-IPO,2022
Roku,San Francisco Bay Area,USA,North America,360,10.0,3600,3240,Media,Post-IPO,2023
Loco,Mumbai,India,Asia,40,36.0,111,71,Consumer,Acquired,2023
Oriente,Hong Kong,Hong Kong,Asia,400,20.0,2000,1600,Finance,Series B,2020
Quandoo,Berlin,Germany,Europe,87,20.0,435,348,Food,Acquired,2021
Komodo Health,San Francisco Bay Area,USA,North America,78,9.0,867,789,Healthcare,Series E,2022
Impossible Foods,San Francisco Bay Area,USA,North America,140,20.0,700,560,Food,Series H,2023
Stack Overflow,New York City,USA,North America,58,10.0,580,522,Recruiting,Acquired,2023
Hootsuite,Vancouver,Canada,North America,400,30.0,1333,933,Marketing,Series C,2022
Teampay,New York City,USA,North America,30,33.0,91,61,Finance,Series B,2023
Hash,Sao Paulo,Brazil,South America,58,50.0,116,58,Finance,Series C,2022
NS8,Las Vegas,USA,North America,240,95.0,253,13,Data,Series A,2020
Qumulo,Seattle,USA,North America,80,19.0,421,341,Data,Series E,2022
Oportun,San Francisco Bay Area,USA,North America,155,10.0,1550,1395,Finance,Post-IPO,2023
Brave Care,Portland,USA,North America,40,33.0,121,81,Healthcare,Series B,2022
Thoughtworks,Chicago,USA,North America,500,4.0,12500,12000,Other,Post-IPO,2023
Reef,Miami,USA,North America,750,5.0,15000,14250,Transportation,Unknown,2022
Scoop,San Francisco Bay Area,USA,North America,92,33.0,279,187,Transportation,Series C,2020
Cart.com,Austin,USA,North America,25,4.0,625,600,Retail,Unknown,2023
NanoString Technology,Seattle,USA,North America,50,9.0,556,506,Healthcare,Post-IPO,2024
Rad Power Bikes,Seattle,USA,North America,63,10.0,630,567,Transportation,Series D,2022
Amazon,Seattle,USA,North America,9000,2.295918367346939,392000,383000,Retail,Post-IPO,2023
BeyondMinds,Tel Aviv,Israel,Asia,65,100.0,65,0,Data,Series A,2022
Brightcove,Boston,USA,North America,70,10.0,700,630,Marketing,Post-IPO,2023
Linktree,Melbourne,Australia,Australia,60,27.0,222,162,Consumer,Unknown,2023
TCR2,Boston,USA,North America,30,20.0,150,120,Healthcare,Post-IPO,2022
Namogoo,Tel Aviv,Israel,Asia,20,15.0,133,113,Marketing,Series C,2023
TrueLayer,London,United Kingdom,Europe,40,10.0,400,360,Finance,Series E,2022
Culture Amp,Melbourne,Australia,Australia,36,8.0,450,414,HR,Series E,2020
TealBook,Toronto,Canada,North America,34,19.0,179,145,Other,Series B,2022
Cameo,Chicago,USA,North America,87,25.0,348,261,Consumer,Unknown,2022
Robinhood,San Francisco Bay Area,USA,North America,340,9.0,3778,3438,Finance,Post-IPO,2022
Navi,Bengaluru,India,Asia,40,25.0,160,120,Finance,Private Equity …,2020
Zoomo,Sydney,Australia,Australia,27,8.0,338,311,Transportation,Series B,2023
LinkedIn,San Francisco Bay Area,USA,North America,660,3.0,22000,21340,Recruiting,Acquired,2023
Doma,San Francisco Bay Area,USA,North America,250,13.0,1923,1673,Finance,Post-IPO,2022
Armis,San Francisco Bay Area,USA,North America,25,4.0,625,600,Security,Private Equity …,2022
Google,San Francisco Bay Area,USA,North America,1000,0.5319148936170213,188000,187000,Consumer,Post-IPO,2024
Spinny,Gurugram,India,Asia,300,5.0,6000,5700,Transportation,Series E,2023
Bestow,Dallas,USA,North America,41,14.0,293,252,Finance,Series C,2022
Capitolis,New York City,USA,North America,37,25.0,148,111,Finance,Series D,2022
Jam City,Los Angeles,USA,North America,200,17.0,1176,976,Consumer,Unknown,2022
Flock Freight,San Diego,USA,North America,45,8.0,563,518,Logistics,Series D,2023
Spotify,Stockholm,Sweden,Europe,1500,17.0,9200,7700,Media,Post-IPO,2023
Micron,Boise,USA,North America,2400,5.0,48000,45600,Hardware,Post-IPO,2023
Flyhomes,Seattle,USA,North America,300,40.0,750,450,Real Estate,Series C,2022
Glisser,London,United Kingdom,Europe,25,100.0,25,0,Travel,Unknown,2023
BounceX,New York City,USA,North America,77,20.0,385,308,Marketing,Series B,2020
Zendesk,San Francisco Bay Area,USA,North America,320,8.0,4000,3680,Support,Acquired,2023
Gopuff,Philadelphia,USA,North America,1500,10.0,15000,13500,Food,Series H,2022
TripAdvisor,Boston,USA,North America,125,4.0,3125,3000,Travel,Post-IPO,2023
Fundbox,San Francisco Bay Area,USA,North America,150,42.0,357,207,Finance,Series D,2022
Ridecell,San Francisco Bay Area,USA,North America,35,15.0,233,198,Transportation,Series B,2020
Unstoppable Do.,San Francisco Bay Area,USA,North America,42,25.0,168,126,Crypto,Series B,2022
Domo,Salt Lake City,USA,North America,90,10.0,900,810,Data,Post-IPO,2020
Roku,San Francisco Bay Area,USA,North America,200,7.0,2857,2657,Media,Post-IPO,2022
Overtime,New York City,USA,North America,30,23.0,130,100,Media,Series B,2020
Zoomo,Sydney,Australia,Australia,65,16.0,406,341,Transportation,Series B,2022
iPrice Group,Kuala Lumpur,Malaysia,Asia,50,20.0,250,200,Retail,Unknown,2022
Sonatype,Baltimore,USA,North America,100,14.0,714,614,Security,Acquired,2023
Curve,London,United Kingdom,Europe,65,10.0,650,585,Finance,Series C,2022
99,Sao Paulo,Brazil,South America,75,2.0,3750,3675,Transportation,Acquired,2022
Plaid,San Francisco Bay Area,USA,North America,260,20.0,1300,1040,Finance,Series D,2022
Mozilla,San Francisco Bay Area,USA,North America,250,25.0,1000,750,Consumer,Unknown,2020
Uniphore,San Francisco Bay Area,USA,North America,76,10.0,760,684,Support,Series E,2023
Verbit,New York City,USA,North America,80,10.0,800,720,Data,Series E,2022
Wheel,Austin,USA,North America,35,17.0,206,171,Healthcare,Series C,2022
Textio,Seattle,USA,North America,15,12.0,125,110,Recruiting,Unknown,2023
Viasat,San Diego,USA,North America,800,10.0,8000,7200,Other,Post-IPO,2023
Crayon,Boston,USA,North America,20,20.0,100,80,Marketing,Series A,2020
Huobi,Bejing,China,Asia,275,20.0,1375,1100,Crypto,Unknown,2023
Loopio,Toronto,Canada,North America,11,8.0,138,127,Sales,Series A,2020
Boxed,New York City,USA,North America,32,25.0,128,96,Retail,Post-IPO,2023
Sonder,San Francisco Bay Area,USA,North America,250,21.0,1190,940,Travel,Post-IPO,2022
Magic Leap,Miami,USA,North America,1000,50.0,2000,1000,Consumer,Series E,2020
SAP,Walldorf,Germany,Europe,3000,3.0,100000,97000,Other,Post-IPO,2023
Outbrain,New York City,USA,North America,38,3.0,1267,1229,Marketing,Post-IPO,2022
Gusto,San Francisco Bay Area,USA,North America,126,5.0,2520,2394,HR,Series E,2023
Groupon,Chicago,USA,North America,500,15.0,3333,2833,Retail,Post-IPO,2022
Highsnobiety,Berlin,Germany,Europe,51,25.0,204,153,Media,Series A,2020
Artsy,New York City,USA,North America,35,15.0,233,198,Retail,Series D,2023
Stash Financial,New York City,USA,North America,40,8.0,500,460,Finance,Unknown,2022
MakeMyTrip,Gurugram,India,Asia,350,10.0,3500,3150,Travel,Post-IPO,2020
Flytedesk,Boulder,USA,North America,4,20.0,20,16,Marketing,Seed,2020
Doximity,San Francisco Bay Area,USA,North America,100,10.0,1000,900,Healthcare,Post-IPO,2023
Moladin,Jakarta,Indonesia,Asia,360,11.0,3273,2913,Transportation,Series B,2023
Sweetgreen,Los Angeles,USA,North America,35,10.0,350,315,Food,Series I,2020
Personetics,New York City,USA,North America,30,8.0,375,345,Support,Private Equity …,2023
Matterport,San Francisco Bay Area,USA,North America,170,30.0,567,397,Data,Post-IPO,2023
Hyperscience,New York City,USA,North America,100,25.0,400,300,Data,Series E,2022
Zilingo,Singapore,Singapore,Asia,100,12.0,833,733,Retail,Series D,2020
The Sill,New York City,USA,North America,20,25.0,80,60,Retail,Series A,2020
Group Nine Media,New York City,USA,North America,50,7.0,714,664,Media,Unknown,2020
Thimble,New York City,USA,North America,20,33.0,61,41,Finance,Series A,2022
Loftium,Seattle,USA,North America,32,60.0,53,21,Real Estate,Series A,2020
